,Comment title,Comment,cleaned_Comment,lemmatized_Comment,Topic_1_probability,Topic_2_probability,Topic_3_probability,Topic_4_probability,Topic_5_probability,Topic_6_probability,Topic_7_probability,Max_Probability_Topic,Max_Topic_Words
268,"""terrible customer service""","I wish I could rate as -1000! Numerous times extra fees, uncomfortable seat, terrible customer service (I don’t even know if it does exist). Ryanair ruined my holiday trip. I've never been so disrespected in my whole life. Feel like I was robbed.",wish rate numerous time extra fee uncomfortable seat terrible customer service not know exist ryanair ruin holiday trip ve disrespect life feel like rob,wish rate numerous time extra fee uncomfortable seat terrible customer service know exist holiday trip ve disrespect life feel,0.006371952593326569,0.006373679731041193,0.006373641546815634,0.006371963303536177,0.6148476004600525,0.35328954458236694,0.006371634546667337,Topic_5,"tell, check, airport, try, customer_service, hour, book, refund, ask, cancel"
269,"""she was sure we needed a PCR test""","This morning with priority we arrived on the front of the queue and there was this lady who said we were not allowed to go on board because we needed a PCR test and she asked us to book another flight. We showed her our full vaccination, boarding pass, day 2 lateral flow test and she said she was sure we needed a PCR test. We asked to check it and then she said we were good to go.",morning priority arrive queue lady say allow board need pcr test ask book flight show vaccination boarding pass day lateral flow test say sure need pcr test ask check say good,morning priority arrive queue lady say allow board need pcr test ask book flight show vaccination boarding day lateral flow test say sure need pcr test ask check say good,0.7401512265205383,0.0038948694709688425,0.24037344753742218,0.003894262947142124,0.0038947020657360554,0.003895891597494483,0.0038956126663833857,Topic_1,"passenger, plane, staff, board, sit, seat, cabin_crew, come, boarding, aircraft"
270,"""cabin crew were excellent""",I flew from Prestwick to Arrecife on 20/11/2020. Ground staff very friendly and helpful. The cabin crew were excellent. Really efficient providing a fantastic onboard service all with a smile and couldn't do enough.,fly prestwick arrecife ground staff friendly helpful cabin crew excellent efficient provide fantastic onboard service smile not,fly ground staff friendly helpful cabin crew excellent efficient provide fantastic service smile,0.010310722514986992,0.010309803299605846,0.010309665463864803,0.010309859178960323,0.010310143232345581,0.938136875629425,0.010312969796359539,Topic_6,"time, seat, good, service, staff, price, airline, return, great, problem"
271,"""Abysmal experience!""","Well, when a client asks for a glass of water to take his medicine and you say ""no""...say no more. Customer service on the web - also from the worst I have ever seen! Didn't help at all, and didn't try to even look like they are trying to! And advertising 5 euros flights to end up with 100 per a lousy destination. Overall - Abysmal experience! Starting from the ticket purchase straight to the flight to Paphos and back home. And the charging money for almost every step the client takes, really no words left.",client ask glass water medicine nosay customer service web bad see not help not try look like try advertising euro flight end lousy destination overall abysmal experience start ticket purchase straight flight paphos home charge money step client take word leave,client ask glass water medicine nosay customer service web bad help try look try advertise euro flight end lousy destination overall abysmal experience start ticket purchase straight flight paphos home charge money step client take word leave,0.003157190978527069,0.0031575157772749662,0.0031569162383675575,0.5331649780273438,0.4510495662689209,0.0031568154226988554,0.0031570238061249256,Topic_4,"time, delay, hour, plane, minute, wait, late, arrive, leave, people"
272,"""Don’t let their stated prices misguide you""","They are fraudsters. Don’t let their stated prices misguide you: they will charge you at least 3x or 4x the amount. And not only because they don’t mention numerous additional fees, which alone cost much more than the stated ticket price. They will also try to charge you for services that you did not buy. I really cannot understand, what kind of a company can have a single priority: to cheat on their customers, to fool and deceive them. But that’s Ryanair! The feeling of being a victim of an air company’s fraudulent manipulations is awful, it’s like when someone steals your wallet. So, my advice - don’t let such things spoil your journey and choose a more honest and decent company instead. Also, the staff were very rude and unprofessional, but comparing to financial fraud they practice, it does not seem that big.",fraudster not let stated price misguide charge x x not mention numerous additional fee cost stated ticket price try charge service buy understand kind company single priority cheat customer fool deceive s ryanair feeling victim air company fraudulent manipulation awful like steal wallet advice not let thing spoil journey choose honest decent company instead staff rude unprofessional compare financial fraud practice big,let state price misguide charge mention numerous additional fee cost state ticket price try charge service buy kind company single priority cheat customer fool deceive ryanair feel victim air company fraudulent manipulation awful steal wallet advice let thing spoil journey choose honest decent company instead staff rude unprofessional compare financial fraud practice big,0.02931234985589981,0.2902471423149109,0.001976560801267624,0.001976052997633815,0.5064542889595032,0.07817089557647705,0.0918627381324768,Topic_5,"tell, check, airport, try, customer_service, hour, book, refund, ask, cancel"
273,"""the flight was definitely worth the price""","The ground service was terrible, but you can’t blame Ryanair as it is outsourced to a different company. Check-in was slow, boarding disorganized, priority boarding passengers did not get their priority. Bought the first row seat on the right, 02F. Great Legroom, and the only seat with a storage pocket. The food which you could purchase was okay, I would recommend going for the croissant. Overall, the flight was definitely worth the price. I strongly recommend buying an extra legroom seat if your flight is longer than two hours.",ground service terrible not blame ryanair outsource different company checkin slow boarding disorganize priority boarding passenger priority buy row seat right f great legroom seat storage pocket food purchase okay recommend go croissant overall flight definitely worth price strongly recommend buy extra legroom seat flight long hour,ground service terrible blame ryanair outsource different company checkin slow boarding disorganize priority boarding passenger priority buy row seat great legroom seat storage pocket food purchase recommend go croissant overall flight definitely worth price strongly recommend buy extra legroom seat flight long hour,0.002653872361406684,0.0026544465217739344,0.1673523485660553,0.0026542944833636284,0.0026548642199486494,0.8193761706352234,0.002653958508744836,Topic_6,"time, seat, good, service, staff, price, airline, return, great, problem"
274,"""pleasant and efficient cabin crew""","I was quite apprehensive about booking with Ryanair having read many poor reviews, so, I read and reread the booking site until I understood what was required. The booking process was simple and easy to follow and I completed it without problems. There was a flight time change which was notified by email. On the days of travel both flights were on time, both staffed by pleasant and efficient cabin crew. The cabin was clean and Covid rules were followed. The seats were OK for short haul flights but hard. We used neither catering or duty free purchasing.We had an enjoyable experience and have no complaints. We will certainly do it again.",apprehensive book ryanair have read poor review read reread booking site understand require booking process simple easy follow complete problem flight time change notify email day travel flight time staff pleasant efficient cabin crew cabin clean covid rule follow seat ok short haul flight hard catering duty free purchasingwe enjoyable experience complaint certainly,apprehensive book ryanair read poor review read reread booking site understand require booking process simple easy follow complete problem flight time change notify email day travel flight time staff pleasant efficient cabin crew cabin clean covid rule follow seat short haul flight hard cater duty free enjoyable experience complaint certainly,0.20916886627674103,0.0024000315461307764,0.0023997416719794273,0.0023998022079467773,0.19119523465633392,0.590036153793335,0.002400220837444067,Topic_6,"time, seat, good, service, staff, price, airline, return, great, problem"
275,"""just a way to rob common people""","As I was unable to do an online check-in because of the mistake at their end, the website was not sending one time code for verification. They charged us 55 euros per ticket for check in at the check in counter and when asked about their mistake they said it does not matter if our website was not able to send you a code., we can not do anything about it. This is just a way to rob common people even if the mistake was at their end.",unable online checkin mistake end website send time code verification charge euro ticket check check counter ask mistake say matter website able send code way rob common people mistake end,unable website send time code verification charge euro ticket check check counter ask say matter website able send code way common people mistake end,0.004609701689332724,0.5837315917015076,0.004609713796526194,0.004609743598848581,0.39322006702423096,0.004609602503478527,0.004609591793268919,Topic_2,"pay, seat, airline, book, check, charge, ticket, cheap, people, return"
276,"""I was not aware the gate closed""","There were 2 flights one after the other (as I discovered later) at the same gate in a far corridor without speakers. I was at the gate one hour before a few meters from the desk, in the photo you can see how close I was. I had other people around me waiting for the next flight so I was not aware the gate closed. My name was automatically called in the airport but not in that corridor and the very unfriendly employee didn't say a word like ""the gate is closing any other passenger?"", not a word. When I got aware he simply repeated ""the gate is closed"" without neither watching me in the face or answering to any further question.",flight discover later gate far corridor speaker gate hour meter desk photo close people wait flight aware gate close automatically call airport corridor unfriendly employee not word like gate close passenger word get aware simply repeat gate close watch face answer question,flight discover later far corridor speaker hour meter desk photo close people wait flight aware gate close automatically call airport corridor unfriendly employee word gate close passenger word get aware simply repeat gate close watch face answer question,0.09112226217985153,0.21283389627933502,0.003157659200951457,0.0031573534943163395,0.5706563591957092,0.0691341906785965,0.04993828386068344,Topic_5,"tell, check, airport, try, customer_service, hour, book, refund, ask, cancel"
277,"""I will never take a Ryanair flight anymore""","I have been forced to pay an extra of 45(ish)€ at the gate for the same hand luggage that I brought for free 4 days ago. All the staff at the gate were stating that I had no right to bring a hand luggage with me, and they kept denying it even though I showed them that on Ryanair's website it is written that 1 hand luggage is always included. Not recommended all, I will never take a Ryanair flight anymore.",force pay extra ish gate hand luggage bring free day ago staff gate state right bring hand luggage keep deny show ryanair website write hand luggage include recommend ryanair flight anymore,force pay extra luggage bring free day staff gate state right bring hand luggage keep website write hand luggage include flight anymore,0.005651029758155346,0.005652451887726784,0.5943098068237305,0.005652190186083317,0.3774324357509613,0.00565109308809042,0.005651053041219711,Topic_3,"bag, pay, check, luggage, hold, hand_luggage, staff, priority, queue, baggage"
278,"""In a covid world the cabin was disgusting""","In a covid world the cabin was disgusting, it does not look like things have been cleaned enough or to a good enough standard. As soon as we got to our seats there were marks and when opening the food tray it was absolutely disgusting with splash marks all over it.",covid world cabin disgusting look like thing clean good standard soon get seat mark open food tray absolutely disgusting splash mark,covid world cabin disgusting look thing clean good standard soon get seat mark open food tray absolutely disgusting splash mark,0.005653970409184694,0.005653120577335358,0.005653442814946175,0.0056535848416388035,0.005653436295688152,0.9660795331001282,0.005652862135320902,Topic_6,"time, seat, good, service, staff, price, airline, return, great, problem"
279,"""Extremely unsatisfied with the lack of help""","Our flight from Crete to Athens started off with online check-in issues. We followed the prompts, but there was no option for check in, only to cancel or change flight. We even watched a video but never was presented with a check in option on the mobile website. When we arrived at the airport, we spoke to one of the employees at the bag check line, and explained to her our issue with online check in. She offered no help or advice, only said there is nothing for her to do and that we must pay €55 each to print our tickets or we could speak to her coworker at a Skyserv help desk. We proceeded to the alternate employee at the Skyserv booth and once again explained our troubles with online check in. We even showed her the step by step process in which we tried to check in on our mobile phone. She started to raise her voice and said “I don’t know why you’re the only people having an issue. Other customers don’t have this issue. It’s clearly something you did wrong!” Instead of providing us with actual help and presenting a fix to the issue that we physically showed her on the phone, she was dismissive, blaming us, and outright rude. When we wished to escalate the matter, she refused to tell us her name and began acting even more erratic. She stated that “Ryanair will know who I am and I don’t have to give you any information.” At this point we were forced into making one of two decisions - miss our flight or pay €55 for each boarding pass. Extremely unsatisfied with the lack of help, we returned to the bag check desk, and decided to go ahead with the payment. At our second interaction with the bag check staff, we were informed that the price per boarding pass is now €62.50! We showed them the Ryanair email that said it was €55 and explained to said staff that she told us ten minutes prior that it was a €55 fee. The employee told us to look at her screen if we have an issue, because that’s what it says and she could give no explanation for the discrepancy in Ryanair email or what we were previously told. At this point we were uncomfortably coerced into choosing to either miss our flight or pay this new arbitrary price that no employee could give an explanation for. No one can explain to us why we were unable to check in online and no one can explain to us why there was an increase in price after this entire debacle. Fast forward two months after this incident and multiple complaints to Ryanair, they finally responded with again no resolution. A representative from Ryanair emailed stating, ""At first, I would like to express our sympathy regarding the circumstances resulting in you being unable to have done the check-in online. However, if a customer does not manage to check-in online then an airport check-in fee of €55/£55 per person is applied."" This acknowledges our inability to check-in, but somehow still place the blame on the customer. When questioned about why we were arbitrary told to pay €62.50 by the bag check staff when Ryanair and this representative's email clearly stated €55, another rep responded back with, ""Unfortunately, as per the previous responses you have received, our standpoint remains unaltered that means according to our agreed Terms and Conditions Article 10.1 all monies paid towards Ryanair are non-refundable."" So again no explanation. It really feels like a ""you have to pay whatever amount we tell you or you get to miss your flight"" situation. Ryanair is all about customers' dollars but not customer service!",flight crete athens start online checkin issue follow prompt option check cancel change flight watch video present check option mobile website arrive airport speak employee bag check line explain issue online check offer help advice say pay print ticket speak coworker skyserv help desk proceed alternate employee skyserv booth explain trouble online check show step step process try check mobile phone start raise voice say not know people have issue customer not issue clearly wrong instead provide actual help present fix issue physically show phone dismissive blame outright rude wish escalate matter refuse tell begin act erratic state ryanair know not information point force make decision miss flight pay boarding pass extremely unsatisfied lack help return bag check desk decide ahead payment second interaction bag check staff inform price boarding pass show ryanair email say explain say staff tell minute prior fee employee tell look screen issue s say explanation discrepancy ryanair email previously tell point uncomfortably coerce choose miss flight pay new arbitrary price employee explanation explain unable check online explain increase price entire debacle fast forward month incident multiple complaint ryanair finally respond resolution representative ryanair email state like express sympathy circumstance result unable checkin online customer manage checkin online airport checkin fee person apply acknowledge inability checkin place blame customer question arbitrary tell pay bag check staff ryanair representative email clearly state rep respond unfortunately previous response receive standpoint remain unaltered mean accord agree term condition article monie pay ryanair nonrefundable explanation feel like pay tell miss flight situation ryanair customer dollar customer service,flight crete start online issue follow prompt option check cancel change flight watch video present check option mobile website speak employee bag check line explain issue online check offer help advice say pay print ticket speak coworker skyserv help desk proceed alternate employee skyserv booth explain trouble online check show step step process try check mobile phone start raise voice say know people issue customer issue clearly wrong instead provide actual help present fix issue physically show phone dismissive blame outright rude wish escalate matter refuse tell begin erratic know information point force make decision miss flight pay boarding pass extremely unsatisfied lack help return bag check desk decide ahead payment second interaction bag check staff inform price boarding pass show ryanair email say explain say staff tell minute prior fee employee tell look screen issue say explanation ryanair email previously tell point uncomfortably coerce choose flight pay new arbitrary price employee explanation explain unable check online explain increase price entire debacle fast forward month incident ryanair finally respond resolution representative ryanair email state express sympathy circumstance result unable customer manage fee person apply acknowledge inability blame customer question arbitrary tell pay bag check staff ryanair representative email clearly state respond unfortunately previous response receive standpoint remain unaltered mean accord agree term condition article pay nonrefundable explanation feel pay tell flight situation ryanair customer dollar customer service,0.04534004628658295,0.0005304932710714638,0.04363320767879486,0.0005304031074047089,0.9026668071746826,0.0005305344238877296,0.006768503226339817,Topic_5,"tell, check, airport, try, customer_service, hour, book, refund, ask, cancel"
280,"""Still refused boarding""","Arrived at the gate in good time at stansted and the crew at the gate told me off for arriving when they had only just called final boarding. Told my husband they were lucky they were letting him on the flight. The flight was ok out, until one of the crew shouted at the man next to me whose small washbag had broken and was trying not to drop things out of it as he was putting it in the overhead locker. Arrived with all documentation, getting my PLF form sorted to show the gate on my phone and was asked if I’d had a Covid test (this was Italy now trying to return) all paperwork complete and was told not to bother showing my PLF as needed a Covid test and wasn’t allowed to board. We are fully vaccinated and have our day 2 tests ordered. Still refused boarding, despite saying we didn’t need them but he wouldn’t/couldn’t speak English. Took a taxi (€60) to get a test (€30) & bought tickets @ €270. We don’t need a Covid test, should have been allowed on our flight and as Ciampino airport closes overnight we are being made to sleep in the street. Well done Ryanair, great customer service and care for customers yet again. I am standing outside the airport now can hoping for a dry night as this will be where I will be.",arrive gate good time stansted crew gate tell arrive call final boarding tell husband lucky let flight flight ok crew shout man small washbag break try drop thing put overhead locker arrive documentation get plf form sort gate phone ask d covid test italy try return paperwork complete tell bother show plf need covid test not allow board fully vaccinate day test order refuse boarding despite say not need wouldntcouldnt speak english take taxi test buy ticket not need covid test allow flight ciampino airport close overnight sleep street ryanair great customer service care customer stand outside airport hope dry night,arrive gate good time stanste crew gate tell call final boarding tell husband lucky let flight flight ok crew shout man small washbag break try drop thing put locker arrive documentation get plf form sort gate phone covid test try return paperwork complete bother show plf need covid test allow board fully day test order refuse boarding say need speak take taxi test buy ticket need covid test allow flight ciampino airport close overnight sleep street ryanair great customer service care customer stand night,0.3167298436164856,0.0013959064381197095,0.001396056730300188,0.31887438893318176,0.32454922795295715,0.0013959623174741864,0.03565867245197296,Topic_5,"tell, check, airport, try, customer_service, hour, book, refund, ask, cancel"
281,"""against company policy""","I booked multiple flights with Ryanair, but I only needed to check baggage on one of them. I accidentally added it to the wrong one (60EUR), and when I contacted them to switch it to the right flight I was informed that it was ""against company policy"" to do so.  Do not expect any form of customer service.",book multiple flight ryanair need check baggage accidentally add wrong eur contact switch right flight inform company policy expect form customer service,book multiple flight ryanair need check baggage accidentally add wrong eur contact switch right flight inform company policy expect form customer service,0.005348537117242813,0.005350681487470865,0.005349735729396343,0.005349534098058939,0.9678996801376343,0.005351693369448185,0.00535011338070035,Topic_5,"tell, check, airport, try, customer_service, hour, book, refund, ask, cancel"
282,"""Toilet was dirty and unhygienic""",I had bad experience with flight. Flight was 30 minutes delayed. We have to stand out in cold for getting flights to ready. Flight was full although the crew members are trying their best to give. Toilet was dirty and unhygienic. Please serve at least bottle of water to the passenger for free.,bad experience flight flight minute delay stand cold get flight ready flight crew member try good toilet dirty unhygienic serve bottle water passenger free,bad experience flight flight minute delay stand cold get flight ready flight crew member try good toilet dirty unhygienic serve bottle water passenger free,0.6284562349319458,0.14648869633674622,0.005992327816784382,0.20108546316623688,0.005991994868963957,0.0059929778799414635,0.005992358550429344,Topic_1,"passenger, plane, staff, board, sit, seat, cabin_crew, come, boarding, aircraft"
283,"""Zero customer service""","First time travelling since pre COVID and thought I could check in at the desk with my bag. I was fined £55. No complaints but it would have been good to get a warning via email, also the employee checking me in at Bristol was incredibly rude and aggressive, no pls or thanks when taking my cash. Return leg I had already paid £70 for a checked bag booked via skyscanner. On the way back, the app was trying to charge me for a bag as I checked in. When I got to the airport, I was informed that I was to be charged €60 to check the bag in. Both staff dealt with were incredibly rude, offered no apologies and said it wasn’t their problem as I had booked on a third party website. When I complained that I had already paid for my bag, they threatened to cancel my flight. Zero customer service, £130 paid for a bag; and why do Ryanair use Skyscanner and other websites if you should only book on their website as their employees told me at Knock?",time travel pre covid think check desk bag fine complaint good warning email employee check bristol incredibly rude aggressive pls thank take cash return leg pay check bag book skyscanner way app try charge bag check get airport inform charge check bag staff deal incredibly rude offer apology say not problem book party website complain pay bag threaten cancel flight zero customer service pay bag ryanair use skyscanner website book website employee tell knock,time travel covid think check fine complaint good warning email employee check bristol incredibly rude aggressive pls thank take cash return leg pay check bag book skyscanner way try charge bag check get airport inform charge check bag staff deal incredibly rude offer apology say party website complain bag threaten cancel flight customer service pay bag ryanair use book website employee tell knock,0.0019740627612918615,0.4272836446762085,0.2034778892993927,0.001973816193640232,0.30254945158958435,0.0019737957045435905,0.060767292976379395,Topic_2,"pay, seat, airline, book, check, charge, ticket, cheap, people, return"
284,"""good value Ryanair trip""","Another good value Ryanair trip with seat choice and checked bag. No major drama to report with this value product. On time as usual, clean aircraft and rather smooth process for check in. I did like that staff were on hand to pre-check papers before the check in desk. Quite smooth. Cabin crew however were looking tired and disinterested in each other and the service on a whole from them was lacklustre. No smiles no friendliness and very poor English language abilities. Other than that it was good. Always been a fan of Ryanair and will continue so.",good value ryanair trip seat choice check bag major drama report value product time usual clean aircraft smooth process check like staff hand precheck paper check desk smooth cabin crew look tired disintereste service lacklustre smile friendliness poor english language ability good fan ryanair continue,good value ryanair trip seat choice check bag major drama report value product time usual clean aircraft smooth process check staff hand precheck paper check desk smooth cabin crew look tired disintereste service lacklustre smile friendliness poor english language ability good fan continue,0.002655371790751815,0.0026547485031187534,0.1266951858997345,0.002654443960636854,0.002654681447893381,0.860031008720398,0.0026545305736362934,Topic_6,"time, seat, good, service, staff, price, airline, return, great, problem"
285,"""Ryanair does not have any respect for the customers""","Ryanair does not have any respect for the customers and are just a money seeking airline. They do not see the mistakes of their own, but of the customers only. From check-in to security check up until getting on the flight it was full of chaos. Although we had plenty of time left, we had to be in a hurry but at the end we, us ourselves, found out that the plane was delayed. They did not make a single announcement about the delay, or sorry for the inconvenience. All they did was sit and do nothing. Thanks for ruining my trip to London. They charge you 3 euros for a bottle of water. Due to the run I had to make to the gate, because they had their problem, I needed water, but no! It's Ryanair, they will charge you for every single penny. I hope they fix their problems for other future customers.",ryanair respect customer money seek airline mistake customer checkin security check get flight chaos plenty time leave hurry end find plane delay single announcement delay sorry inconvenience sit thank ruin trip london charge euro bottle water run gate problem need water ryanair charge single penny hope fix problem future customer,ryanair respect customer money seek airline mistake customer security check get flight chaos plenty time leave hurry end find plane delay single announcement delay sorry inconvenience sit charge water gate problem need water ryanair charge single penny hope fix problem future customer,0.002653749193996191,0.22584134340286255,0.002653544070199132,0.484796404838562,0.27874815464019775,0.002653453266248107,0.0026533433701843023,Topic_4,"time, delay, hour, plane, minute, wait, late, arrive, leave, people"
286,"""The worst airline in the UK""","I did a COVID test in Italy, they gave me the result in Italian, as I was in Italy I couldn’t imagine that the result had to be in English too, on boarding they didn’t me allow to get to the plane and told me to talk with their staff at check in and to do another test at the pharmacy. I spoke with them and they told me I had to pay 200 euros to fly in another flight because my flight had 30 min to departure. The worst airline in the UK. I had a test that was not in in English but anyone can read that it was negative, what’s the difficulty for an Italian born to read it?",covid test italy give result italian italy not imagine result english boarding not allow plane tell talk staff check test pharmacy speak tell pay euro fly flight flight min departure bad airline uk test english read negative s difficulty italian bear read,give result italian imagine result english boarding allow plane tell talk staff check test speak tell pay fly flight flight min departure bad airline read negative difficulty italian read,0.5609428882598877,0.00389271741732955,0.0038926724810153246,0.0038924936670809984,0.4195941686630249,0.0038925837725400925,0.003892493899911642,Topic_1,"passenger, plane, staff, board, sit, seat, cabin_crew, come, boarding, aircraft"
287,"""just dismissed us from their minds""","Coming back from Corfu was a nightmare. I am not moaning about our flight being cancelled because that may have been out of Ryanair's hands but the fact that they did not help with anything after we were told that the flight was cancelled is unbelievable! We were told to book our own flights and find accommodation. We were offered no care packages which are promised if your flight was delayed, in fact we were offered no help at all. We tried all night to talk to Ryanair through their app which was a total waste of time because we were never connected. We didn't have any children with us but many people did and their accommodation and flights must of been astronomical to rebook. I can not believe how they just dismissed us from their minds. I will think twice before using them again and I will definitely not recommend them to anyone",come corfu nightmare moan flight cancel ryanair hand fact help tell flight cancel unbelievable tell book flight find accommodation offer care package promise flight delay fact offer help try night talk ryanair app total waste time connect not child people accommodation flight astronomical rebook believe dismiss mind think twice definitely recommend,come flight cancel hand fact help tell flight cancel unbelievable book flight find accommodation offer care package promise flight delay fact offer help try night talk ryanair total waste time connect child people accommodation flight astronomical rebook believe dismiss mind think twice definitely recommend,0.06475646793842316,0.0026543496642261744,0.002653752453625202,0.2974106967449188,0.6272170543670654,0.002654091455042362,0.0026535792276263237,Topic_5,"tell, check, airport, try, customer_service, hour, book, refund, ask, cancel"
288,"""Worst airline ever""","Worst airline ever, I have travelled with this airline several times and what applies to a city doesn’t apply to another. It’s supposed to be considered a low cost airline but they look for every possible way to charge you, I had no trouble getting my suitcase on the flight in Madrid airport but they made me pay for it the Canary Islands, I arrived 2 minutes late for boarding today’s flight (28 minutes still for take off), a lady was just in front of me, they let her pass and didn’t let me, said they had already closed. 2 ladies stated that all flights close their doors 30 minutes before departure when we all know that’s a lie. They start boarding 30 minutes before departure. They were very rude and should not work in customer service, it is not meant for everyone.",bad airline travel airline time apply city not apply suppose consider low cost airline look possible way charge trouble get suitcase flight madrid airport pay canary island arrive minute late boarding today flight minute lady let pass not let say close lady state flight close door minute departure know s lie start boarding minute departure rude work customer service mean,bad airline travel airline time apply city apply suppose consider low cost airline look possible way charge trouble get suitcase flight pay canary island arrive minute late boarding today flight minute lady let pass let say close lady state flight close door minute departure know lie start boarding minute departure rude work customer service mean,0.3013817369937897,0.2224416732788086,0.0024002408608794212,0.29867926239967346,0.002399521181359887,0.00239897845312953,0.17029863595962524,Topic_1,"passenger, plane, staff, board, sit, seat, cabin_crew, come, boarding, aircraft"
289,"""bags slightly bigger than the requirements""","Because we had 2 bags that were slightly bigger than the requirements, they charged us 92 euros. I had never had problems with that luggage as cabin baggage in other airlines.",bag slightly big requirement charge euro problem luggage cabin baggage airline,bag slightly big requirement charge luggage cabin baggage airline,0.011495186947286129,0.6602564454078674,0.2822628915309906,0.011495713144540787,0.0114956796169281,0.011498590931296349,0.011495523154735565,Topic_2,"pay, seat, airline, book, check, charge, ticket, cheap, people, return"
290,"""It was smooth and neat!""",I hadn't been travelling for 2 years since covid. I used to travel a lot but always was flight 'sick'! I hate take-offs and landings and I think that the best take-offs I had in years was on my flight to London! It was smooth and neat! Pilots don't often get to be congratulated on their skills but I do believe that it takes a lot to ensure that the experience on the flight is seamless even with a couple of turbulences! So congrats to the crew for making me want to travel again despite my fears!,not travel year covid travel lot flight sick hate takeoff landing think good takeoff year flight london smooth neat pilot not congratulate skill believe take lot ensure experience flight seamless couple turbulence congrat crew make want travel despite fear,travel year covid travel lot flight sick hate takeoff landing think good takeoff year flight pilot congratulate skill believe take lot ensure experience flight seamless couple turbulence congrat crew make want travel fear,0.004408118315041065,0.004409401677548885,0.004408734850585461,0.004408452659845352,0.004409441724419594,0.19601616263389587,0.781939685344696,Topic_7,"time, crew, good, return, cabin_crew, boarding, land, arrive, leg_room, journey"
291,"""not customer oriented""","Delays may happens but behavior of Ryanair is not customer oriented. With 3 hours of delay they sent voucher for just 4 euro meal, available only in cafes outside the departure area. And the delay of the departure is declared 2 h and 55 minutes in order not to pay compensation as per EU rules that starts with 3 hours delay.",delay happen behavior ryanair customer orient hour delay send voucher euro meal available cafe outside departure area delay departure declare h minute order pay compensation eu rule start hour delay,happen behavior ryanair customer orient hour delay send voucher meal available cafe departure area delay departure declare h minute order pay start hour delay,0.004407342057675123,0.0044075180776417255,0.08572570979595184,0.5941529870033264,0.30249232053756714,0.004407208412885666,0.004406938329339027,Topic_4,"time, delay, hour, plane, minute, wait, late, arrive, leave, people"
292,"""proffer two thumbs up""","I returned to Kyiv City (Borispol) from Cracow aboard Ryanair flight FR7262 on the evening of 11 September 2021. Owing to circumstances beyond my control, I was unable to complete the check-in process online (due to technical difficulties) prior to my departure for the airport. Arriving at the ticket counter 5 hours before the flight's scheduled departure, I approached the ticketing counter, explained my dilemma to a ticket agent, and with her able and timely assistance was able to implement a work-around on my mobile device which enabled me to eventually obtain my boarding pass. The agent was courteous and patient as she worked to sort out my problem. Ryanair's business model is predicated in hyper efficiency, so traditional ""customer service"" per se often suffers, and often results in decidedly mixed reviews from travelers. Thankfully, there are exceptions to every rule and it is my pleasure to proffer two thumbs up and a well-deserved Five Star rating for my recent experience.",return kyiv city borispol cracow aboard ryanair flight fr evening september owe circumstance control unable complete checkin process online technical difficulty prior departure airport arrive ticket counter hour flight schedule departure approach ticketing counter explain dilemma ticket agent able timely assistance able implement workaround mobile device enable eventually obtain boarding pass agent courteous patient work sort problem ryanair business model predicate hyper efficiency traditional customer service se suffer result decidedly mixed review traveler thankfully exception rule pleasure proffer thumb welldeserved star rating recent experience,return kyiv ryanair flight fr evening owe circumstance control unable complete checkin process online technical difficulty prior departure airport arrive ticket counter hour flight schedule departure approach ticket counter explain dilemma ticket agent able timely assistance able implement workaround mobile device enable eventually obtain boarding pass agent courteous patient work sort ryanair business model predicate hyper efficiency traditional customer service suffer result decidedly mixed review traveler thankfully exception rule pleasure proffer thumb welldeserve star rating recent experience,0.0015964758349582553,0.0015968478983268142,0.018962450325489044,0.0015966914361342788,0.650941014289856,0.28445151448249817,0.040855031460523605,Topic_5,"tell, check, airport, try, customer_service, hour, book, refund, ask, cancel"
293,"""Worse customer service""","Total disappointment. Flight FR9755 from Vienna to Dubrovnik on Sep 9th, 2021. Arrived 2 to 3 hrs before the flight. There was a very long line of about +100 people at the airport, so as I just had a carry on prepaid luggage I tried to check in online from home, but website was not letting me after multiple attempts. At the airport tried to find a Kiosk to check in, but there was none. Kept trying desperately online with the Ryanair app but it stated online check in was closed, almost 2 to 3 hrs before departure. I had no choice to get on that never ending like. After waiting for almost 2 hrs I finally managed to get to an agent, who was super stressed. She said I should have checked online, so she charged me USD55 per person for checking in at the airport agent.  Tried to explain that I tried countless times, even showed her screenshots. Ended up paying 55x3=165 Euros for my family of 3, and almost missed the flight due to the very long time it took to simply check the in. I will definitely never fly on that airline again. Worse customer service I’ve ever experienced.",total disappointment flight fr vienna dubrovnik sep th arrive hrs flight long line people airport carry prepaid luggage try check online home website let multiple attempt airport try find kiosk check keep try desperately online ryanair app state online check close hrs departure choice end like wait hrs finally manage agent super stress say check online charge usd person check airport agent try explain try countless time show screenshot end pay x euro family miss flight long time take simply check definitely fly airline bad customer service ve experience,total disappointment flight arrive hrs flight long line people carry prepaid luggage try check online home website let multiple attempt airport try find kiosk check keep try desperately online online check close hrs departure choice end wait hrs finally manage agent super stress say check online charge usd person check agent try explain try countless time show screenshot end pay flight long time take simply check definitely fly airline bad customer service ve experience,0.0015706394333392382,0.2279418557882309,0.0015712634194642305,0.0015707813436165452,0.7642040252685547,0.0015708212740719318,0.001570597174577415,Topic_5,"tell, check, airport, try, customer_service, hour, book, refund, ask, cancel"
