Comment title,Comment,cleaned_Comment,Topic_1_probability,Topic_2_probability,Topic_3_probability,Topic_4_probability,Topic_5_probability,Topic_6_probability,Topic_7_probability,Max_Probability_Topic
“Crew extremely well presented”,"Krakow to Tirana with Ryanair's subsidiary, Buzz, on a brand new Boeing 737Max-200. Flight departed early and arrived before schedule. Crew extremely well presented and professional. Ryanair does not have the most comfortable seats, and leg room is not the best, however for a 1 hour 25 minute flight I do not have much complaints. If you follow their baggage rules and basic online check-in, you won't have any issues. While they are the low cost airline I fly least in comparison to WizzAir/easyJet, I would willingly fly them again if given the opportunity.",krakow tirana ryanairs subsidiary buzz brand new boeing max flight depart early arrive schedule crew extremely present professional ryanair comfortable seat leg room good hour minute flight complaint follow baggage rule basic online checkin will not issue low cost airline fly comparison wizzaireasyjet willingly fly give opportunity,0.005458327010273933,0.03491688147187233,0.11125416308641434,0.007433003280311823,0.004642872139811516,0.5959884524345398,0.24030624330043793,Topic_6
"""pay if you don’t check in online""","This airline charges you for almost every thing. Every child needs to be seated with an adult. Got it, it is for Safety. But you must pay for the seat selection of the accompanying adult so that you can choose the seat next to the child. Only allowed a bag pack to be carried on for free, ay other cabin bag you must pay. You pay if you don’t check in online. It’s €55 to check in at the airport. That’s more than twice of my ticket price. No room for any negotiation. By the way, even if the flight is delayed and you have time to do online check in for free, too bad, just pay.  They insisted that we have an email to inform us of this. Too bad if you ignored the email.",airline charge thing child need seat adult get safety pay seat selection accompanying adult choose seat child allow bag pack carry free ay cabin bag pay pay not check online check airport s twice ticket price room negotiation way flight delay time online check free bad pay insist email inform bad ignore email,0.003825643565505743,0.1655178666114807,0.23469145596027374,0.005201957654207945,0.0032558334060013294,0.5522099137306213,0.03529736399650574,Topic_6
“At least 5 passengers denied boarding”,At least 5 passengers denied boarding in Lisbon due to overbooking. In London Stansted the plane was 1:30 minutes late due to what seemed to be defrosting.,passenger deny boarding lisbon overbooke london stanste plane minute late defrost,0.012458383105695248,0.0674285963177681,0.11374713480472565,0.016907360404729843,0.010610257275402546,0.6799820065498352,0.0988662913441658,Topic_6
"""eight of the 10 flights had delays""","This is my tenth flight with Ryanair this year - and eight of the 10 flights had delays - usually between one and two hours, but we had more than three hours too! There is basically no way anymore that you can convincingly plan longer trips with them, for example a train journey after arrival, because you never know when you arrive. Today, we are loosing another train ticket that we bought ages ago in advance, when we still believed that some delays are exceptions to the rule, rather than the new rule. Even back then, we already calculated with a one and a half hour Ryanair delay, but that is just not good enough for that ""never on time airline"". To make things worse, according to EU law, they only have to pay compensation from a three hour delay, i.e. most delays go without any sanction, meaning a contribution from Ryanair for the additional expenses their customer have to pay. Long live neoliberalism? Add to that the non-existing Ryanair customer-sevice, which leaves you in the dark about new departure time, gate changes etc, and you have the worst package you can possibly buy. What can we customers do about it? At first, let us please stop buying drinks, food and other items on flights that come with more than half an hour delay. We should not reward such an airline for what they do to us. And then better check always the prices of competitors: Eurowings, EasyJet, Vuelin, Wizzair, anything that stays within a reasonable price for the package might be worth considering.",tenth flight ryanair year flight delay usually hour hour basically way anymore convincingly plan long trip example train journey arrival know arrive today loose train ticket buy age ago advance believe delay exception rule new rule calculate half hour ryanair delay good time airline thing bad accord eu law pay compensation hour delay ie delay sanction mean contribution ryanair additional expense customer pay long live neoliberalism add nonexisting ryanair customersevice leave dark new departure time gate change etc bad package possibly buy customer let stop buy drink food item flight come half hour delay reward airline well check price competitor eurowing easyjet vuelin wizzair stay reasonable price package worth consider,0.002113797701895237,0.023388683795928955,0.1305997520685196,0.013293154537677765,0.0017979929689317942,0.7507530450820923,0.07805358618497849,Topic_6
"""try to avoid it in the future""","We have a return flight from Gatwick to Alicante. The issue started with online check-in. The application has constantly faild. At the end we make the registration front London to Alicante it was takes a lot of time. Even with this registration we cannot get boarding pass and gave to go to the desk. On the way came back we tried to make check-in online but it always faild. We have to go to the desk and make the registration. The airport charges us 30 euro per person. I tried send my issue to the Ryanair compliance dept, but all of the answers was like "" Change device, you have to talk on the chat and etc"" Just wanna get back my check-in fee . Nothing, just feeling you talked to a wall. I have very bad experience with the company and will try to avoid it in the future.",return flight gatwick alicante issue start online checkin application constantly faild end registration london alicante take lot time registration boarding pass give desk way come try checkin online faild desk registration airport charge euro person try send issue ryanair compliance dept answer like change device talk chat etc wanna checkin fee feel talk wall bad experience company try avoid future,0.003998481668531895,0.02377370186150074,0.32549911737442017,0.0980522409081459,0.0034016624558717012,0.5125787258148193,0.03269605338573456,Topic_6
"""offers fares at great value"" ","Couldn’t find any reason to complain. Outbound flight on time, clean aircraft and Cabin Crew friendly and well presented. Great value for money. It was cheaper to fly to Dublin for the day on Ryanair rather than go to London from Bristol for the day by rail. Although the seats do not recline, I thought the leg room was fine. I have flown Ryanair several times over the years and have come to the conclusion that as long as you stick to the rules with regards checking in on line and adhere to luggage sizes, journeys are hassle free generally. Flight was late on the return leg but they emailed an apology before the dedicated check in time. That didn’t bother me personally. Their website is designed to capture more money related to seat allocation, earlier checkin, luggage upgrades, insurance, etc etc but they are optional and as long as you know what you want, there is no obligation to increase the price of your journey. I find their website and online check in very easy to use. I’m a pensioner and I’m grateful Ryanair offers fares at great value.",not find reason complain outbound flight time clean aircraft cabin crew friendly present great value money cheap fly dublin day ryanair london bristol day rail seat recline think leg room fine fly ryanair time year come conclusion long stick rule regard check line adhere luggage size journey hassle free generally flight late return leg email apology dedicated check time not bother personally website design capture money relate seat allocation early checkin luggage upgrade insurance etc etc optional long know want obligation increase price journey find website online check easy use m pensioner m grateful ryanair offer fare great value,0.002637941390275955,0.048286113888025284,0.15921784937381744,0.0035806193482130766,0.03987991809844971,0.3887917995452881,0.35760578513145447,Topic_6
"""inside the freezing plane one more hour""","The duration of this flight is 1h and 20m but we stayed inside the freezing plane one more hour, allegedly not Ryanair's fault but Lisbon's airport. Eventually they turned on the heat when it took off but when approaching Madeira the coldness was back. As usual, dirty plane.",duration flight h m stay inside freeze plane hour allegedly ryanair fault lisbon airport eventually turn heat take approach madeira coldness usual dirty plane,0.008270380087196827,0.04580595716834068,0.09158584475517273,0.011270769871771336,0.007032959721982479,0.7350337505340576,0.1010003536939621,Topic_6
"""Play the game and you'll be fine""","Play the game and you'll be fine. Got a return flight from Leeds Bradford to Faro for £101. I booked 3 months ahead, didn't reserve a seat, and took only a small bag. Had my boarding pass both on my app, and in paper format (just in case). Took my own food and drink on the plane, didn't buy any of theirs, and didn't buy any of their duty free etc. It really does pay to do your research. At Leeds Bradford someone had lost their boarding pass (I think that cost them £60), while at Faro someone's cabin bag was too big. That had to go in the hold, and I expect that cost him. He said it was OK at Leeds, but maybe he got away with it there. My old bag would have been too big, but I checked Ryanair's website, and bought a new and conforming bag for £9.99. I'm 6 foot tall, and the leg room is tight, but just about OK for a 3 hour flight. The seats were uncomfortable though and needed more cushioning. The outward flight took off and arrived on time. The cabin crew were friendly and efficient. No hard sales pitch for food, drink, duty free. The announcements could have been clearer, but that was down to the Portuguese captain. The return flight was about an hour late taking off, due to delays experienced earlier in the day. This happens. Allow for it. They made up 20 minutes and the plane landed at Leeds Bradford 40 minutes behind schedule. Absolutely no complaints whatsoever and fantastic value for money. I'd reckon that the negative views on here are hugely in the minority. In some cases things have gone wrong, but in others part of the blame must be with the posters who haven't researched and prepared well.",play game ll fine get return flight leed bradford faro book month ahead not reserve seat take small bag boarding pass app paper format case take food drink plane not buy theirs not buy duty free etc pay research leed bradford lose boarding pass think cost faro someones cabin bag big hold expect cost say ok leed maybe get away old bag big check ryanair website buy new conform bag m foot tall leg room tight ok hour flight seat uncomfortable need cushion outward flight take arrive time cabin crew friendly efficient hard sale pitch food drink duty free announcement clear portuguese captain return flight hour late take delay experience early day happen allow minute plane land leeds bradford minute schedule absolutely complaint whatsoever fantastic value money d reckon negative view hugely minority case thing go wrong blame poster not research prepare,0.0018639630870893598,0.0920962542295456,0.10615696012973785,0.002532797632738948,0.0015867307083681226,0.6175100207328796,0.17825332283973694,Topic_6
"""flying with Ryanair is a tiring thing""","Most importantly Ryanair took me from A to B, safe and in a new plane. However, often flying with Ryanair is a tiring thing. The boarding process can simply be a pain as between scanning your pass and effectively letting you on the plane they let passengers stand in line for long time, often in cramped places. Surely it is to assure everyone is there, can board quickly and enable the closing of the doors of the plane on time, but is quite a torture (many other airlines try to avoid such thing, probably with more differentiation of boarding groups). Furthermore, on this specific flight, the crew truly was a pain trying to sell all kind of “Duty Free” (non existing, as it was a domestic flight) items. The announcements took a full 10 minutes on a 60 min flight (sum it up with the safety instructions, buy on board of catering items, pilot’s message(s) etc), reading out all kind of “special offers” for more or less low ranking articles and was loud. Most “refined marketing action” was the seat belts sign to be turned on, for no reason whatsoever (quiet flying conditions), to assure proper sales of articles.",importantly ryanair take b safe new plane fly ryanair tiring thing boarding process simply pain scan pass effectively let plane let passenger stand line long time cramp place surely assure board quickly enable closing door plane time torture airline try avoid thing probably differentiation boarding group furthermore specific flight crew truly pain try sell kind duty free non exist domestic flight item announcement take minute min flight sum safety instruction buy board catering item pilot message etc read kind special offer low rank article loud refined marketing action seat belt sign turn reason whatsoever quiet fly condition assure proper sale article,0.0022466189693659544,0.014272911474108696,0.04539787396788597,0.06635545194149017,0.04047158360481262,0.7754473090171814,0.055808208882808685,Topic_6
"""They give flights at good prices""","One of the biggest rip-off companies out there. They give flights at good prices, and then will find any possible way to charge you additional money an make your trip as expensive as possible. Want to cancel your reservation within 24h from the purchase? Not possible. Need some time to choose which luggage you'll need? Be ready to pay double price for that, right after the booking. Want to change your flight? Double price just for the fees. They are tracking everything you do in their app to show you higher prices wherever they can. Customer service replies but doesn't help at all. 100% shameful company.",big ripoff company flight good price find possible way charge additional money trip expensive possible want cancel reservation h purchase possible need time choose luggage ll need ready pay double price right booking want change flight double price fee track app high price customer service reply not help shameful company,0.003914898727089167,0.12860307097434998,0.4385446310043335,0.005307177547365427,0.020994417369365692,0.27323877811431885,0.1293969750404358,Topic_3
"""Well done Ryanair"" ","Took four flights with Ryanair this autumn, Nuremberg to Thessaloniki return and Hahn to Vilnius return. Flawless job. All four flights were pleasantly uneventful, departure and arrival strictly on time (that was especially crucial for me because I needed to take a bus for a consequent journey and a late arrival could be an issue). Very quick check-in and boarding (almost no queues), I'm being amazed with such efficiency of processes again and again. And, of course, really cheap prices (especially to Vilnius, they are even cheaper than bus tickets for the same route, but even to a summer holidays destination which Thessaloniki is, the prices are much more affordable than the competitors' ones). I chose Ryanair many times this year and the company haven't given me any reason to be disappointed so far. Well done Ryanair!",take flight ryanair autumn nuremberg thessaloniki return hahn vilnius return flawless job flight pleasantly uneventful departure arrival strictly time especially crucial need bus consequent journey late arrival issue quick checkin board queue m amazed efficiency process course cheap price especially vilnius cheap bus ticket route summer holiday destination thessaloniki price affordable competitor one choose ryanair time year company not give reason disappoint far ryanair,0.003765636356547475,0.02121850661933422,0.0999784991145134,0.005111865233629942,0.003206694032996893,0.4459802806377411,0.4207385182380676,Topic_6
"""delayed for more than 8 hours""","We were delayed for more than 8 hours at Oslo airport, Torp. We filed a complaint and Ryanair contacted me directly with this message and have now paid me more than EUR 500: ""7 Oct 2023, 05:51 GMT+1 Dear Nils Erik, Thank you for your reply. We sincerely regret the delay on your flight FR3278 from Oslo Torp to Gdansk on the 12/12/2022. We wish to confirm that a transfer for the sum of 5652.02 NOK (equivalent to 250 EUR per customer and 386 NOK for meal expenses) has been authorised by Ryanair in full and final settlement of your claim under EU261."" I am so satisfied with Ryanair for this.",delay hour oslo airport torp file complaint ryanair contact directly message pay eur oct gmt dear nil erik thank reply sincerely regret delay flight fr oslo torp gdansk wish confirm transfer sum nok equivalent eur customer nok meal expense authorise ryanair final settlement claim eu satisfied ryanair,0.0064352466724812984,0.1306380331516266,0.4594510793685913,0.043810173869132996,0.0055094328708946705,0.2445676326751709,0.1095883697271347,Topic_3
“some leniency should be given”,"Ryanair and we decided to book again for end of October. Unfortunately a war broke out in Israel and the whole world knows what is going on. I spoke to Ryanair Customer Service and explained that with the current situation with friends and family missing we can’t possibly go on vacation, and if under the circumstances we can exchange our dates. I was told that the flight has not been cancelled by the airline and therefore we are not eligible for a change or refund. I find this indifference quite appalling from the airline, as no one is cancelling for the sake of it, and under these circumstances some leniency should be given by the company.",ryanair decide book end october unfortunately war break israel world know go speak ryanair customer service explain current situation friend family miss not possibly vacation circumstance exchange date tell flight cancel airline eligible change refund find indifference appalling airline cancel sake circumstance leniency give company,0.02646702341735363,0.04834550991654396,0.6057356595993042,0.006307500414550304,0.003955356311053038,0.27436116337776184,0.034827765077352524,Topic_3
"""very unpleasant to deal with Ryanair""","I have booked this flight as a part of an itinerary which included various others flights with other airlines. As a last minute situation (unexpected severe health issue) presented itself I had to cancel the whole itinerary and wanted to possibly reschedule the Ryanair flight. To my surprise I was confronted with the unpleasant situation in which there were no reasonable options. For any suggestion I proposed the company had a countermeasure/policy which will not allow me to make a change or if so, at a prohibitive price to the point that it would have been better to simply buy a new ticket. At the end the only option left was to cancel with no refund. It was truly very unpleasant to deal with Ryanair.",book flight itinerary include flight airline minute situation unexpecte severe health issue present cancel itinerary want possibly reschedule ryanair flight surprise confront unpleasant situation reasonable option suggestion propose company countermeasurepolicy allow change prohibitive price point well simply buy new ticket end option leave cancel refund truly unpleasant deal ryanair,0.0043425955809652805,0.02385004609823227,0.47797757387161255,0.005917164031416178,0.0036930302157998085,0.4417135417461395,0.04250601306557655,Topic_3
"""£165.00 as a penalty to get boarding passes""","I booked 3 flights through Expedia. I received no specific policy nor check in requirements regarding this flight from Expedia. I was at the airport on day of departure and had to pay £165.00 as a penalty to get boarding passes as I had not checked in online. I had no knowledge of this procedure, or fee. I had no choice but To pay this in order to fly with my sisters on this much anticipated vacation. I have repeatedly tried to speak with Ryanair to explain this gap in knowledge and unknown penalty fees.",book flight expedia receive specific policy check requirement flight expedia airport day departure pay penalty boarding pass check online knowledge procedure fee choice pay order fly sister anticipated vacation repeatedly try speak ryanair explain gap knowledge unknown penalty fee,0.004917150363326073,0.0929492861032486,0.4231833815574646,0.006671142764389515,0.1985551416873932,0.23583272099494934,0.037891168147325516,Topic_3
"""pay a penalty fee for my identical bag""","I took a Ryanair flight three days ago from Copenhagen to Vienna without any problem. Today, I took the return flight. I was this time told I must pay a penalty fee for my identical bag. I told them I came three days ago with Ryanair, with the same bag. Ryanair’s staff did not believe me. I offered them the ticket as proof. They ignored it and shouted at me to ‘pay the fine or you cannot board the plane’. I then removed a large duvet cover from my bag, after which the bag fit into their standard model box. Still, they ignored it, and repeated: pay or be left behind. Upon request, they also refused to give me their names, or the name of their manager. I must now reconsider my future choices.",take ryanair flight day ago copenhagen vienna problem today take return flight time tell pay penalty fee identical bag tell come day ago ryanair bag ryanair staff believe offer ticket proof ignore shout pay fine board plane remove large duvet cover bag bag fit standard model box ignore repeat pay leave request refuse name manager reconsider future choice,0.00376521865837276,0.3135473132133484,0.1708812713623047,0.005111264064908028,0.02097303420305252,0.454044371843338,0.0316774882376194,Topic_6
“this trip was pleasantly uneventful”,"People get quite angry about Ryanair, and I can well imagine that if something goes wrong you are really in trouble. But this trip was pleasantly uneventful. So long as you understand the baggage and other rules, and don't (for example) waste money on priority boarding, it can be fine. I paid for a seat at the front, and fast-track security at Stansted. The flights were both about half-an-hour late, but other than that I've no complaints. And there seem to be fewer annoying announcements on board these days.",people angry ryanair imagine go wrong trouble trip pleasantly uneventful long understand baggage rule not example waste money priority boarding fine pay seat fasttrack security stanste flight halfanhour late ve complaint few annoying announcement board day,0.005347984842956066,0.03711875528097153,0.09186653792858124,0.007266622502356768,0.004552649799734354,0.7551671862602234,0.09868020564317703,Topic_6
"""let me queue up for 7 hours""","Horrible, avoid at all costs. 28.8.2023 they cancelled my flight, they let me queue up for 7 hours. Refused to pay for transport and accommodation until my next flight 2 days later.",horrible avoid cost cancel flight let queue hour refuse pay transport accommodation flight day later,0.04933689907193184,0.13577276468276978,0.3367203176021576,0.01196821965277195,0.007522176951169968,0.3926880955696106,0.06599155813455582,Topic_6
"""had no issues with Ryanair so far""",Charleroi - Carcassonne return. Both flights landed on time or ahead of schedule. Outbound was with one of their newer B737 MAX planes which offers less engine noise which was nice. Crew on the outbound leg friendly and efficient. Front crew on the return leg looked not motivated and not over friendly overall. Beverage and meal service efficient as always with good selections at ok prices. We have had no issues with Ryanair so far and they are often the only choice for certain destinations if you want a direct flight out of Belgium like in this case. Would still recommend them!,charleroi carcassonne return flight land time ahead schedule outbound new b max plane offer engine noise nice crew outbound leg friendly efficient crew return leg look motivated friendly overall beverage meal service efficient good selection ok price issue ryanair far choice certain destination want direct flight belgium like case recommend,0.0044528525322675705,0.03219105303287506,0.04784349724650383,0.006045501213520765,0.003791742492467165,0.38756710290908813,0.5181081891059875,Topic_7
"""seating is appalling""","First time on 8022 and, although a nice aircraft and quieter than the 800, the seating is appalling. We were in row 26 and the pitch I measured at 27"" - the least I have ever had to suffer. My knees were literally bruised blue afterwards and I did not buy a meal because it would have been impossible to eat it. I also had to wear my reading spectacles to read the information on the seat in front. Flight was on time and crew pleasant.",time nice aircraft quieter seating appalling row pitch measure suffer knee literally bruise blue buy meal impossible eat wear reading spectacle read information seat flight time crew pleasant,0.005750558339059353,0.2870669662952423,0.0577453151345253,0.007812122348695993,0.004895745310932398,0.37052759528160095,0.2662016749382019,Topic_6
"""pay 55 Eur for each person for airport boarding""","I had a flight from Charleroi airport Brussels to Athens through Ryanair, and booking that flight was one of the worst decisions I have ever made. I asked the boarding representative to book two seats next to each other (regardless of the location) for my wife and I. The representatives answer was no, and he said I have to separate you as per Ryanair policy because this is a paid service even though we had multiple seats empty on the air craft. Once I arrived to the airport, Ryanair representative informed me that I had to pay 55 Eur for each person for airport boarding because the online boarding (the free one) gets locked 2 hours before the flight because they offer cheap flights prices.",flight charleroi airport brussels athens ryanair book flight bad decision ask boarding representative book seat regardless location wife representative answer say separate ryanair policy pay service multiple seat air craft arrive airport ryanair representative inform pay eur person airport boarding online boarding free get lock hour flight offer cheap flight price,0.004771587438881397,0.0527692586183548,0.4640592336654663,0.006468500941991806,0.004065392538905144,0.4177108108997345,0.05015520006418228,Topic_3
"""The experience was awful""",The experience was awful from the luggage check in to the boarding followed by an hour departure delayed. The wait before taking off in a 35 degree plane as the air conditioning was broken. Then we were told we will leave the gate in 7 minutes the translate to 30 minutes without any explanations. I will never spend a cent with this airlines. Incompetent rude ground and flight agents that will never see my money!,experience awful luggage check boarding follow hour departure delay wait take degree plane air conditioning break tell leave gate minute translate minute explanation spend cent airline incompetent rude ground flight agent money,0.03386542201042175,0.11008939892053604,0.1006099283695221,0.008282259106636047,0.03322829306125641,0.6664458513259888,0.047478821128606796,Topic_6
"""this goes way beyond what is reasonable""","Ryanair is now obliging passengers who buy airline tickets other than on its own website to go through a complex validation process that involves taking a photograph of their civil identification document (lots of attempts) and a photograph of the passenger's own face! The company always manages to do what it wants without obeying the rules of absolutely every other airline on the market. But I think this goes way beyond what is reasonable. The prices on Ryanair's website are always higher than in some online travel agencies. Very friendly, even charming crew.",ryanair oblige passenger buy airline ticket website complex validation process involve take photograph civil identification document lot attempt photograph passenger face company manage want obey rule absolutely airline market think go way reasonable price ryanair website high online travel agency friendly charming crew,0.004489862825721502,0.15347819030284882,0.19898852705955505,0.006114190444350243,0.0038190805353224277,0.4158531427383423,0.2172570377588272,Topic_6
